,package,parameter,MdlN,time,active,is_constant,layer,factor,addition,constant,suffix,path
(CHD)_head_Sys9_2011-02-14 00:00:00,CHD,head,NBr5,2011-02-14 00:00:00,True,2,17,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\CHD\NBr5\head_20110214_L17_NBr5.idf
(CHD)_head_Sys10_2011-02-14 00:00:00,CHD,head,NBr5,2011-02-14 00:00:00,True,2,19,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\CHD\NBr5\head_20110214_L19_NBr5.idf
(CHD)_head_Sys11_2011-02-14 00:00:00,CHD,head,NBr5,2011-02-14 00:00:00,True,2,21,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\CHD\NBr5\head_20110214_L21_NBr5.idf
(CHD)_head_Sys12_2011-02-14 00:00:00,CHD,head,NBr5,2011-02-14 00:00:00,True,2,23,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\CHD\NBr5\head_20110214_L23_NBr5.idf
(CHD)_head_Sys13_2011-02-14 00:00:00,CHD,head,NBr5,2011-02-14 00:00:00,True,2,25,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\CHD\NBr5\head_20110214_L25_NBr5.idf
(CHD)_head_Sys14_2011-02-14 00:00:00,CHD,head,NBr5,2011-02-14 00:00:00,True,2,27,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\CHD\NBr5\head_20110214_L27_NBr5.idf
(CHD)_head_Sys15_2011-02-14 00:00:00,CHD,head,NBr5,2011-02-14 00:00:00,True,2,29,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\CHD\NBr5\head_20110214_L29_NBr5.idf
(CHD)_head_Sys16_2011-02-14 00:00:00,CHD,head,NBr5,2011-02-14 00:00:00,True,2,31,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\CHD\NBr5\head_20110214_L31_NBr5.idf
(CHD)_head_Sys17_2011-02-14 00:00:00,CHD,head,NBr5,2011-02-14 00:00:00,True,2,33,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\CHD\NBr5\head_20110214_L33_NBr5.idf
(CHD)_head_Sys18_2011-02-14 00:00:00,CHD,head,NBr5,2011-02-14 00:00:00,True,2,35,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\CHD\NBr5\head_20110214_L35_NBr5.idf
(CHD)_head_Sys19_2011-02-14 00:00:00,CHD,head,NBr5,2011-02-14 00:00:00,True,2,37,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\CHD\NBr5\head_20110214_L37_NBr5.idf
(CHD)_head_Sys1_2011-03-14 00:00:00,CHD,head,NBr5,2011-03-14 00:00:00,True,2,1,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\CHD\NBr5\head_20110314_L1_NBr5.idf
(CHD)_head_Sys2_2011-03-14 00:00:00,CHD,head,NBr5,2011-03-14 00:00:00,True,2,3,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\CHD\NBr5\head_20110314_L3_NBr5.idf
(CHD)_head_Sys3_2011-03-14 00:00:00,CHD,head,NBr5,2011-03-14 00:00:00,True,2,5,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\CHD\NBr5\head_20110314_L5_NBr5.idf
(CHD)_head_Sys4_2011-03-14 00:00:00,CHD,head,NBr5,2011-03-14 00:00:00,True,2,7,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\CHD\NBr5\head_20110314_L7_NBr5.idf
(CHD)_head_Sys5_2011-03-14 00:00:00,CHD,head,NBr5,2011-03-14 00:00:00,True,2,9,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\CHD\NBr5\head_20110314_L9_NBr5.idf
(CHD)_head_Sys6_2011-03-14 00:00:00,CHD,head,NBr5,2011-03-14 00:00:00,True,2,11,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\CHD\NBr5\head_20110314_L11_NBr5.idf
(CHD)_head_Sys7_2011-03-14 00:00:00,CHD,head,NBr5,2011-03-14 00:00:00,True,2,13,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\CHD\NBr5\head_20110314_L13_NBr5.idf
